17748:0.0,0.0,0.0,0.0,23.989088189,0.0,11.9945440945,23.989088189,47.978176378,47.978176378,59.9727204725,11.9945440945,0.0,0.0,0.0,11.9945440945,47.978176378,23.989088189,23.989088189,0.0,0.0,11.9945440945,35.9836322835,0.0,35.9836322835,0.0,35.9836322835,71.967264567,35.9836322835,11.9945440945,11.9945440945,0.0,0.0,23.989088189,35.9836322835,0.0,59.9727204725,0.0,23.989088189,35.9836322835,23.989088189,0.0,35.9836322835,0.0,11.9945440945,59.9727204725,107.950896851,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,11.9945440945,47.978176378,23.989088189,35.9836322835,35.9836322835,0.0,35.9836322835,0.0,0.0,23.989088189,11.9945440945,0.0,11.9945440945,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,35.9836322835,11.9945440945,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,35.9836322835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,11.9945440945,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,23.989088189,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917515:0.0,0.0,0.0,13.0017195528,0.0,0.0,13.0017195528,0.0,0.0,13.0017195528,39.0051586585,52.0068782113,52.0068782113,26.0034391056,13.0017195528,39.0051586585,0.0,13.0017195528,0.0,0.0,13.0017195528,0.0,13.0017195528,0.0,13.0017195528,39.0051586585,13.0017195528,52.0068782113,26.0034391056,52.0068782113,13.0017195528,26.0034391056,0.0,13.0017195528,13.0017195528,0.0,13.0017195528,0.0,13.0017195528,0.0,0.0,0.0,39.0051586585,78.0103173169,26.0034391056,39.0051586585,39.0051586585,0.0,13.0017195528,0.0,13.0017195528,0.0,13.0017195528,0.0,0.0,0.0,0.0,39.0051586585,13.0017195528,0.0,39.0051586585,13.0017195528,26.0034391056,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17421:0.0,0.0,0.0,41.5420795468,13.8473598489,41.5420795468,55.3894393958,13.8473598489,27.6947196979,13.8473598489,0.0,0.0,0.0,69.2367992447,41.5420795468,27.6947196979,55.3894393958,27.6947196979,41.5420795468,13.8473598489,0.0,13.8473598489,13.8473598489,13.8473598489,13.8473598489,0.0,0.0,0.0,27.6947196979,13.8473598489,69.2367992447,69.2367992447,0.0,55.3894393958,55.3894393958,55.3894393958,13.8473598489,41.5420795468,27.6947196979,41.5420795468,27.6947196979,41.5420795468,0.0,0.0,55.3894393958,41.5420795468,27.6947196979,69.2367992447,27.6947196979,55.3894393958,69.2367992447,55.3894393958,55.3894393958,0.0,0.0,27.6947196979,13.8473598489,13.8473598489,0.0,13.8473598489,0.0,83.0841590936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917099:0.0,0.0,26.8224450617,0.0,0.0,0.0,26.8224450617,0.0,26.8224450617,26.8224450617,147.523447839,67.0561126543,67.0561126543,53.6448901234,13.4112225309,26.8224450617,0.0,0.0,0.0,0.0,0.0,13.4112225309,13.4112225309,120.701002778,93.878557716,67.0561126543,53.6448901234,53.6448901234,40.2336675926,0.0,0.0,0.0,13.4112225309,13.4112225309,26.8224450617,40.2336675926,80.4673351852,40.2336675926,53.6448901234,120.701002778,26.8224450617,67.0561126543,0.0,0.0,0.0,0.0,0.0,40.2336675926,67.0561126543,107.289780247,134.112225309,107.289780247,40.2336675926,67.0561126543,53.6448901234,0.0,0.0,0.0,26.8224450617,13.4112225309,67.0561126543,67.0561126543,93.878557716,26.8224450617,26.8224450617,26.8224450617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,13.4112225309,26.8224450617,13.4112225309,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8224450617,0.0,0.0,0.0,13.4112225309,13.4112225309,0.0,0.0,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,13.4112225309,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917520:0.0,0.0,15.6166764579,31.2333529157,46.8500293736,0.0,31.2333529157,0.0,0.0,15.6166764579,78.0833822893,15.6166764579,0.0,15.6166764579,15.6166764579,15.6166764579,0.0,46.8500293736,46.8500293736,62.4667058314,15.6166764579,0.0,15.6166764579,31.2333529157,0.0,15.6166764579,46.8500293736,15.6166764579,0.0,46.8500293736,31.2333529157,62.4667058314,31.2333529157,15.6166764579,0.0,0.0,15.6166764579,15.6166764579,15.6166764579,78.0833822893,46.8500293736,0.0,0.0,0.0,31.2333529157,0.0,0.0,46.8500293736,46.8500293736,46.8500293736,0.0,15.6166764579,15.6166764579,31.2333529157,15.6166764579,15.6166764579,78.0833822893,46.8500293736,0.0,0.0,31.2333529157,31.2333529157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17752:0.0,0.0,0.0,0.0,8.58117716626,0.0,17.1623543325,0.0,25.7435314988,25.7435314988,25.7435314988,0.0,0.0,0.0,42.9058858313,42.9058858313,8.58117716626,0.0,0.0,0.0,34.324708665,68.6494173301,34.324708665,0.0,8.58117716626,0.0,8.58117716626,8.58117716626,8.58117716626,0.0,17.1623543325,8.58117716626,42.9058858313,17.1623543325,25.7435314988,0.0,0.0,8.58117716626,8.58117716626,42.9058858313,17.1623543325,0.0,0.0,42.9058858313,51.4870629976,25.7435314988,8.58117716626,0.0,8.58117716626,0.0,42.9058858313,42.9058858313,25.7435314988,0.0,8.58117716626,0.0,25.7435314988,34.324708665,17.1623543325,8.58117716626,0.0,0.0,34.324708665,17.1623543325,17.1623543325,0.0,0.0,0.0,8.58117716626,17.1623543325,0.0,8.58117716626,0.0,8.58117716626,17.1623543325,8.58117716626,17.1623543325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58117716626,8.58117716626,25.7435314988,0.0,0.0,0.0,8.58117716626,8.58117716626,0.0,0.0,0.0,0.0,8.58117716626,8.58117716626,8.58117716626,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,0.0,8.58117716626,8.58117716626,8.58117716626,0.0,0.0,0.0,8.58117716626,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0
917522:0.0,0.0,58.4717420864,38.9811613909,58.4717420864,58.4717420864,97.4529034773,272.868129736,292.358710432,136.434064868,136.434064868,97.4529034773,0.0,19.4905806955,38.9811613909,77.9623227818,214.39638765,292.358710432,233.886968346,155.924645564,155.924645564,58.4717420864,0.0,19.4905806955,97.4529034773,214.39638765,194.905806955,214.39638765,136.434064868,136.434064868,77.9623227818,58.4717420864,38.9811613909,58.4717420864,175.415226259,155.924645564,214.39638765,214.39638765,136.434064868,136.434064868,77.9623227818,38.9811613909,38.9811613909,136.434064868,97.4529034773,311.849291127,272.868129736,214.39638765,155.924645564,97.4529034773,97.4529034773,19.4905806955,0.0,136.434064868,175.415226259,292.358710432,194.905806955,136.434064868,136.434064868,58.4717420864,97.4529034773,58.4717420864,19.4905806955,77.9623227818,194.905806955,233.886968346,194.905806955,155.924645564,97.4529034773,19.4905806955,19.4905806955,0.0,0.0,77.9623227818,233.886968346,253.377549041,175.415226259,136.434064868,77.9623227818,0.0,0.0,0.0,0.0,136.434064868,233.886968346,214.39638765,155.924645564,116.943484173,58.4717420864,0.0,0.0,0.0,77.9623227818,214.39638765,194.905806955,194.905806955,136.434064868,77.9623227818,0.0,0.0,0.0,19.4905806955,175.415226259,214.39638765,194.905806955,136.434064868,116.943484173,58.4717420864,19.4905806955,0.0,0.0,58.4717420864,214.39638765,233.886968346,194.905806955,136.434064868,77.9623227818,19.4905806955,38.9811613909,38.9811613909,38.9811613909,97.4529034773,253.377549041,214.39638765,155.924645564,116.943484173,58.4717420864,0.0,0.0,0.0,19.4905806955,194.905806955,233.886968346,155.924645564,136.434064868,97.4529034773,19.4905806955,0.0,0.0,19.4905806955,77.9623227818,272.868129736,214.39638765,155.924645564,136.434064868,77.9623227818,0.0,0.0,38.9811613909,38.9811613909,97.4529034773,253.377549041,214.39638765,136.434064868,116.943484173,19.4905806955,0.0,0.0,19.4905806955,77.9623227818,175.415226259,214.39638765,194.905806955,136.434064868,77.9623227818,0.0,0.0,0.0,19.4905806955,136.434064868,214.39638765,214.39638765,155.924645564,77.9623227818,58.4717420864,0.0,0.0,0.0,58.4717420864,214.39638765,194.905806955,194.905806955,116.943484173,77.9623227818,19.4905806955,0.0,0.0,19.4905806955,136.434064868,253.377549041,214.39638765,175.415226259,116.943484173,58.4717420864,0.0,0.0,0.0,58.4717420864,97.4529034773,0.0
917523:0.0,0.0,35.4124635171,17.7062317586,0.0,17.7062317586,0.0,0.0,53.1186952757,53.1186952757,35.4124635171,17.7062317586,0.0,17.7062317586,0.0,0.0,0.0,88.5311587928,0.0,35.4124635171,53.1186952757,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,17.7062317586,17.7062317586,0.0,0.0,17.7062317586,17.7062317586,53.1186952757,17.7062317586,0.0,0.0,35.4124635171,53.1186952757,35.4124635171,17.7062317586,35.4124635171,17.7062317586,0.0,0.0,70.8249270342,35.4124635171,17.7062317586,53.1186952757,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,35.4124635171,35.4124635171,35.4124635171,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,17.7062317586,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,35.4124635171,0.0,17.7062317586,0.0,0.0,0.0,17.7062317586,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,0.0,35.4124635171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917012:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917525:0.0,0.0,0.0,184.846152402,132.032966002,132.032966002,118.829669401,26.4065932003,13.2032966002,39.6098898005,39.6098898005,79.2197796009,39.6098898005,39.6098898005,198.049449002,158.439559202,171.642855802,66.0164830008,13.2032966002,92.4230762011,66.0164830008,26.4065932003,39.6098898005,52.8131864006,79.2197796009,145.236262602,105.626372801,118.829669401,52.8131864006,105.626372801,145.236262602,26.4065932003,0.0,39.6098898005,92.4230762011,79.2197796009,184.846152402,66.0164830008,105.626372801,145.236262602,52.8131864006,13.2032966002,52.8131864006,79.2197796009,52.8131864006,26.4065932003,52.8131864006,118.829669401,105.626372801,92.4230762011,66.0164830008,39.6098898005,52.8131864006,26.4065932003,79.2197796009,13.2032966002,26.4065932003,66.0164830008,145.236262602,145.236262602,118.829669401,92.4230762011,39.6098898005,13.2032966002,0.0,0.0,0.0,0.0,13.2032966002,92.4230762011,52.8131864006,26.4065932003,66.0164830008,13.2032966002,0.0,0.0,0.0,0.0,0.0,13.2032966002,26.4065932003,13.2032966002,66.0164830008,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,39.6098898005,26.4065932003,26.4065932003,13.2032966002,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,13.2032966002,39.6098898005,0.0,13.2032966002,13.2032966002,0.0,0.0,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,26.4065932003,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,0.0,13.2032966002,13.2032966002,0.0,0.0,0.0,0.0,26.4065932003,26.4065932003,26.4065932003,13.2032966002,0.0,13.2032966002,0.0,0.0,0.0,0.0,0.0,79.2197796009,39.6098898005,92.4230762011,39.6098898005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2197796009,92.4230762011,39.6098898005,13.2032966002,0.0,0.0,0.0,0.0,0.0,13.2032966002,39.6098898005,66.0164830008,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,13.2032966002,0.0,0.0,0.0,0.0,0.0,13.2032966002,0.0,13.2032966002,13.2032966002,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,0.0,26.4065932003,13.2032966002,0.0
