17748:45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,42.8580878172,40.77934749,45.0,45.0,45.0,42.8580878172,42.8580878172,45.0,42.8580878172,45.0,45.0,42.8580878172,45.0,42.8580878172,42.8580878172,45.0,45.0,45.0,40.77934749,42.8580878172,42.8580878172,45.0,45.0,45.0,45.0,45.0,40.77934749,45.0,45.0,45.0,42.8580878172,42.8580878172,40.77934749,45.0,45.0,45.0,45.0,42.8580878172,40.77934749,45.0,45.0,45.0,42.8580878172,45.0,40.77934749,45.0,45.0,45.0,42.8580878172,45.0,40.77934749,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.8580878172,45.0
917515:45.0,45.0,45.0,45.0,45.0,45.0,42.7825156147,45.0,42.7825156147,45.0,40.6328010918,45.0,42.7825156147,45.0,45.0,34.5873074101,45.0,40.6328010918,45.0,45.0,45.0,45.0,42.7825156147,42.7825156147,45.0,45.0,42.7825156147,42.7825156147,45.0,42.7825156147,45.0,42.7825156147,45.0,45.0,45.0,45.0,45.0,45.0,40.6328010918,45.0,45.0,42.7825156147,45.0,45.0,42.7825156147,45.0,45.0,42.7825156147,45.0,45.0,32.7056672813,45.0,42.7825156147,45.0,45.0,42.7825156147,45.0,45.0,42.7825156147,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7825156147,42.7825156147,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7825156147,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7825156147,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
17421:45.0,45.0,40.5196708182,45.0,45.0,42.7241170885,45.0,45.0,40.5196708182,42.7241170885,45.0,45.0,45.0,45.0,45.0,45.0,45.0,40.5196708182,45.0,42.7241170885,45.0,45.0,45.0,40.5196708182,42.7241170885,45.0,45.0,45.0,45.0,45.0,42.7241170885,42.7241170885,45.0,45.0,42.7241170885,40.5196708182,45.0,42.7241170885,45.0,45.0,42.7241170885,40.5196708182,42.7241170885,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7241170885,45.0,45.0,45.0,42.7241170885,45.0,42.7241170885,40.5196708182,45.0,42.7241170885,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
917099:45.0,45.0,40.5769585441,45.0,45.0,45.0,45.0,45.0,45.0,36.4309564519,34.4610587156,34.4610587156,38.4694829811,36.4309564519,40.5769585441,45.0,45.0,45.0,45.0,45.0,42.7536957575,40.5769585441,36.4309564519,40.5769585441,40.5769585441,38.4694829811,36.4309564519,38.4694829811,38.4694829811,45.0,45.0,45.0,45.0,45.0,40.5769585441,40.5769585441,40.5769585441,40.5769585441,34.4610587156,40.5769585441,42.7536957575,36.4309564519,45.0,45.0,45.0,42.7536957575,42.7536957575,42.7536957575,45.0,38.4694829811,42.7536957575,34.4610587156,40.5769585441,36.4309564519,36.4309564519,45.0,45.0,45.0,45.0,45.0,40.5769585441,38.4694829811,42.7536957575,34.4610587156,38.4694829811,42.7536957575,40.5769585441,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,40.5769585441,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7536957575,42.7536957575,42.7536957575,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7536957575,45.0,45.0,45.0,45.0,45.0,42.7536957575,42.7536957575,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7536957575,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
917520:45.0,45.0,42.6003612342,42.6003612342,42.6003612342,42.6003612342,35.8771518314,45.0,45.0,45.0,42.6003612342,45.0,40.280258136,40.280258136,35.8771518314,40.280258136,45.0,45.0,45.0,35.8771518314,45.0,45.0,40.280258136,38.0393163114,45.0,42.6003612342,42.6003612342,42.6003612342,42.6003612342,40.280258136,45.0,42.6003612342,40.280258136,42.6003612342,45.0,45.0,42.6003612342,45.0,45.0,42.6003612342,33.7933706827,45.0,45.0,42.6003612342,42.6003612342,40.280258136,42.6003612342,45.0,45.0,42.6003612342,42.6003612342,42.6003612342,40.280258136,42.6003612342,45.0,42.6003612342,42.6003612342,40.280258136,45.0,45.0,45.0,38.0393163114,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.6003612342,40.280258136,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,40.280258136,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
17752:45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.3700207106,45.0,45.0,43.1618322494,45.0,41.3700207106,43.1618322494,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.1618322494,43.1618322494,45.0,45.0,45.0,45.0,45.0,45.0,43.1618322494,45.0,45.0,45.0,45.0,43.1618322494,45.0,45.0,45.0,45.0,45.0,41.3700207106,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.3700207106,45.0,43.1618322494,43.1618322494,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.1618322494,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.1618322494,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
917522:45.0,45.0,42.4084775014,42.4084775014,45.0,39.9099349712,37.5038974602,37.5038974602,35.1898768586,37.5038974602,32.9673710694,32.9673710694,45.0,42.4084775014,35.1898768586,45.0,35.1898768586,32.9673710694,35.1898768586,35.1898768586,32.9673710694,39.9099349712,45.0,39.9099349712,39.9099349712,37.5038974602,35.1898768586,37.5038974602,37.5038974602,35.1898768586,32.9673710694,45.0,42.4084775014,39.9099349712,35.1898768586,35.1898768586,35.1898768586,32.9673710694,32.9673710694,32.9673710694,35.1898768586,42.4084775014,42.4084775014,39.9099349712,42.4084775014,35.1898768586,37.5038974602,37.5038974602,35.1898768586,37.5038974602,42.4084775014,42.4084775014,42.4084775014,37.5038974602,39.9099349712,28.7948200553,37.5038974602,35.1898768586,35.1898768586,39.9099349712,45.0,37.5038974602,37.5038974602,42.4084775014,39.9099349712,35.1898768586,37.5038974602,35.1898768586,32.9673710694,42.4084775014,45.0,42.4084775014,45.0,45.0,39.9099349712,35.1898768586,37.5038974602,32.9673710694,32.9673710694,42.4084775014,45.0,45.0,45.0,42.4084775014,37.5038974602,35.1898768586,35.1898768586,35.1898768586,39.9099349712,45.0,45.0,45.0,45.0,39.9099349712,32.9673710694,32.9673710694,35.1898768586,35.1898768586,45.0,45.0,45.0,45.0,37.5038974602,39.9099349712,39.9099349712,35.1898768586,32.9673710694,37.5038974602,45.0,45.0,45.0,45.0,37.5038974602,35.1898768586,35.1898768586,35.1898768586,35.1898768586,37.5038974602,45.0,42.4084775014,45.0,45.0,37.5038974602,37.5038974602,32.9673710694,32.9673710694,35.1898768586,45.0,45.0,45.0,42.4084775014,37.5038974602,37.5038974602,39.9099349712,35.1898768586,32.9673710694,42.4084775014,45.0,45.0,42.4084775014,45.0,37.5038974602,35.1898768586,35.1898768586,32.9673710694,35.1898768586,45.0,45.0,45.0,45.0,45.0,37.5038974602,35.1898768586,35.1898768586,30.8358630994,39.9099349712,45.0,45.0,45.0,45.0,42.4084775014,35.1898768586,35.1898768586,35.1898768586,35.1898768586,45.0,45.0,45.0,45.0,39.9099349712,39.9099349712,32.9673710694,32.9673710694,32.9673710694,37.5038974602,45.0,45.0,45.0,45.0,42.4084775014,37.5038974602,32.9673710694,35.1898768586,35.1898768586,42.4084775014,45.0,45.0,45.0,42.4084775014,37.5038974602,35.1898768586,35.1898768586,35.1898768586,39.9099349712,45.0,45.0,45.0,45.0,39.9099349712,37.5038974602,37.5038974602,35.1898768586,32.9673710694,45.0,45.0
917523:45.0,45.0,40.0671627765,45.0,40.0671627765,45.0,45.0,45.0,45.0,42.490013874,42.490013874,45.0,42.490013874,45.0,45.0,45.0,45.0,42.490013874,42.490013874,40.0671627765,37.731016497,45.0,45.0,45.0,45.0,45.0,42.490013874,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,40.0671627765,45.0,45.0,45.0,45.0,45.0,42.490013874,35.4811333161,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,42.490013874,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.490013874,45.0,45.0,42.490013874,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
917012:45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
917525:45.0,45.0,45.0,38.5102756417,40.6050570291,38.5102756417,34.5245607544,38.5102756417,40.6050570291,42.7681987012,38.5102756417,36.4835481521,42.7681987012,32.632991819,36.4835481521,36.4835481521,38.5102756417,38.5102756417,36.4835481521,38.5102756417,42.7681987012,32.632991819,40.6050570291,38.5102756417,36.4835481521,36.4835481521,36.4835481521,42.7681987012,36.4835481521,36.4835481521,29.0507810139,42.7681987012,38.5102756417,42.7681987012,36.4835481521,32.632991819,40.6050570291,36.4835481521,38.5102756417,25.734168453,36.4835481521,36.4835481521,34.5245607544,34.5245607544,34.5245607544,42.7681987012,38.5102756417,38.5102756417,34.5245607544,38.5102756417,32.632991819,40.6050570291,40.6050570291,36.4835481521,34.5245607544,40.6050570291,36.4835481521,36.4835481521,30.8085114518,36.4835481521,42.7681987012,40.6050570291,40.6050570291,42.7681987012,40.6050570291,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,42.7681987012,42.7681987012,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,40.6050570291,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,42.7681987012,40.6050570291,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,40.6050570291,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,40.6050570291,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,40.6050570291,40.6050570291,42.7681987012,45.0,45.0,45.0,45.0,45.0,45.0
