17748:0.0,0.0,0.0,11.9945440945,35.9836322835,0.0,0.0,11.9945440945,11.9945440945,59.9727204725,35.9836322835,0.0,11.9945440945,0.0,0.0,35.9836322835,59.9727204725,23.989088189,35.9836322835,0.0,23.989088189,11.9945440945,23.989088189,0.0,11.9945440945,0.0,47.978176378,11.9945440945,23.989088189,11.9945440945,11.9945440945,0.0,0.0,11.9945440945,23.989088189,23.989088189,35.9836322835,0.0,0.0,35.9836322835,11.9945440945,0.0,23.989088189,0.0,0.0,47.978176378,59.9727204725,11.9945440945,23.989088189,0.0,0.0,0.0,47.978176378,0.0,47.978176378,35.9836322835,23.989088189,23.989088189,47.978176378,11.9945440945,11.9945440945,0.0,0.0,0.0,11.9945440945,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.989088189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.989088189,0.0,0.0,0.0,11.9945440945,0.0,11.9945440945,0.0,0.0,0.0,0.0,23.989088189,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,35.9836322835,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917515:0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,13.0017195528,26.0034391056,0.0,13.0017195528,13.0017195528,65.0085977641,26.0034391056,0.0,52.0068782113,26.0034391056,0.0,0.0,0.0,13.0017195528,0.0,26.0034391056,0.0,0.0,0.0,26.0034391056,13.0017195528,39.0051586585,39.0051586585,0.0,13.0017195528,13.0017195528,0.0,26.0034391056,0.0,0.0,0.0,26.0034391056,13.0017195528,13.0017195528,39.0051586585,26.0034391056,39.0051586585,52.0068782113,26.0034391056,13.0017195528,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,26.0034391056,39.0051586585,52.0068782113,13.0017195528,78.0103173169,26.0034391056,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,13.0017195528,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,26.0034391056,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0034391056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0
17421:0.0,0.0,0.0,27.6947196979,13.8473598489,55.3894393958,0.0,41.5420795468,55.3894393958,13.8473598489,0.0,0.0,13.8473598489,27.6947196979,0.0,27.6947196979,69.2367992447,13.8473598489,41.5420795468,27.6947196979,27.6947196979,13.8473598489,0.0,13.8473598489,0.0,13.8473598489,0.0,0.0,13.8473598489,13.8473598489,55.3894393958,55.3894393958,27.6947196979,55.3894393958,13.8473598489,13.8473598489,13.8473598489,13.8473598489,13.8473598489,0.0,13.8473598489,13.8473598489,0.0,0.0,0.0,27.6947196979,41.5420795468,27.6947196979,27.6947196979,41.5420795468,27.6947196979,27.6947196979,27.6947196979,27.6947196979,13.8473598489,27.6947196979,27.6947196979,13.8473598489,0.0,0.0,0.0,55.3894393958,13.8473598489,27.6947196979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917099:0.0,0.0,13.4112225309,0.0,0.0,0.0,13.4112225309,0.0,40.2336675926,53.6448901234,80.4673351852,107.289780247,67.0561126543,40.2336675926,107.289780247,26.8224450617,0.0,0.0,0.0,0.0,13.4112225309,26.8224450617,53.6448901234,80.4673351852,53.6448901234,134.112225309,53.6448901234,40.2336675926,53.6448901234,0.0,0.0,0.0,0.0,13.4112225309,80.4673351852,53.6448901234,107.289780247,107.289780247,67.0561126543,67.0561126543,26.8224450617,40.2336675926,0.0,0.0,0.0,0.0,26.8224450617,40.2336675926,40.2336675926,120.701002778,80.4673351852,80.4673351852,26.8224450617,53.6448901234,67.0561126543,0.0,0.0,0.0,13.4112225309,13.4112225309,40.2336675926,67.0561126543,26.8224450617,53.6448901234,40.2336675926,40.2336675926,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8224450617,13.4112225309,13.4112225309,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8224450617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917520:0.0,0.0,0.0,109.316735205,78.0833822893,46.8500293736,46.8500293736,0.0,15.6166764579,15.6166764579,62.4667058314,15.6166764579,0.0,46.8500293736,62.4667058314,0.0,0.0,0.0,15.6166764579,46.8500293736,0.0,0.0,31.2333529157,62.4667058314,0.0,62.4667058314,62.4667058314,46.8500293736,15.6166764579,0.0,15.6166764579,31.2333529157,15.6166764579,0.0,0.0,0.0,15.6166764579,15.6166764579,31.2333529157,0.0,15.6166764579,15.6166764579,0.0,0.0,15.6166764579,0.0,0.0,31.2333529157,31.2333529157,46.8500293736,31.2333529157,15.6166764579,0.0,46.8500293736,15.6166764579,15.6166764579,46.8500293736,46.8500293736,0.0,0.0,15.6166764579,46.8500293736,15.6166764579,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6166764579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17752:0.0,0.0,8.58117716626,0.0,8.58117716626,0.0,0.0,0.0,25.7435314988,17.1623543325,17.1623543325,0.0,0.0,0.0,17.1623543325,25.7435314988,0.0,0.0,0.0,0.0,51.4870629976,34.324708665,8.58117716626,0.0,8.58117716626,0.0,17.1623543325,34.324708665,25.7435314988,0.0,8.58117716626,0.0,25.7435314988,8.58117716626,25.7435314988,0.0,0.0,25.7435314988,34.324708665,42.9058858313,34.324708665,0.0,17.1623543325,0.0,68.6494173301,42.9058858313,34.324708665,0.0,0.0,0.0,34.324708665,25.7435314988,17.1623543325,0.0,8.58117716626,0.0,8.58117716626,42.9058858313,8.58117716626,0.0,0.0,0.0,60.0682401638,0.0,17.1623543325,0.0,0.0,0.0,17.1623543325,8.58117716626,0.0,0.0,0.0,0.0,0.0,8.58117716626,8.58117716626,0.0,0.0,0.0,8.58117716626,0.0,0.0,8.58117716626,0.0,0.0,8.58117716626,17.1623543325,17.1623543325,0.0,0.0,8.58117716626,17.1623543325,0.0,17.1623543325,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,8.58117716626,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917522:0.0,0.0,19.4905806955,19.4905806955,0.0,58.4717420864,233.886968346,292.358710432,233.886968346,175.415226259,155.924645564,38.9811613909,19.4905806955,19.4905806955,58.4717420864,38.9811613909,175.415226259,292.358710432,155.924645564,155.924645564,116.943484173,0.0,0.0,19.4905806955,116.943484173,136.434064868,272.868129736,272.868129736,175.415226259,116.943484173,77.9623227818,38.9811613909,58.4717420864,77.9623227818,155.924645564,233.886968346,233.886968346,253.377549041,175.415226259,136.434064868,58.4717420864,19.4905806955,0.0,77.9623227818,136.434064868,292.358710432,214.39638765,155.924645564,155.924645564,97.4529034773,0.0,0.0,19.4905806955,116.943484173,194.905806955,370.321033214,194.905806955,155.924645564,116.943484173,38.9811613909,0.0,19.4905806955,58.4717420864,58.4717420864,194.905806955,233.886968346,175.415226259,155.924645564,77.9623227818,19.4905806955,0.0,19.4905806955,0.0,97.4529034773,214.39638765,194.905806955,155.924645564,155.924645564,77.9623227818,0.0,0.0,0.0,38.9811613909,97.4529034773,272.868129736,175.415226259,155.924645564,136.434064868,58.4717420864,0.0,0.0,0.0,97.4529034773,194.905806955,214.39638765,175.415226259,136.434064868,77.9623227818,0.0,0.0,0.0,19.4905806955,136.434064868,214.39638765,214.39638765,155.924645564,116.943484173,58.4717420864,0.0,0.0,0.0,136.434064868,175.415226259,214.39638765,175.415226259,116.943484173,77.9623227818,19.4905806955,19.4905806955,19.4905806955,19.4905806955,97.4529034773,233.886968346,194.905806955,175.415226259,116.943484173,58.4717420864,0.0,0.0,0.0,0.0,136.434064868,253.377549041,194.905806955,155.924645564,97.4529034773,19.4905806955,0.0,0.0,0.0,97.4529034773,253.377549041,214.39638765,116.943484173,136.434064868,77.9623227818,0.0,0.0,0.0,97.4529034773,116.943484173,253.377549041,214.39638765,155.924645564,116.943484173,38.9811613909,0.0,0.0,19.4905806955,77.9623227818,194.905806955,233.886968346,175.415226259,136.434064868,77.9623227818,0.0,0.0,0.0,0.0,0.0
917523:0.0,0.0,17.7062317586,35.4124635171,17.7062317586,0.0,0.0,0.0,70.8249270342,17.7062317586,35.4124635171,17.7062317586,17.7062317586,0.0,0.0,0.0,17.7062317586,53.1186952757,70.8249270342,35.4124635171,0.0,0.0,17.7062317586,0.0,17.7062317586,17.7062317586,17.7062317586,35.4124635171,35.4124635171,0.0,0.0,0.0,0.0,17.7062317586,53.1186952757,17.7062317586,0.0,17.7062317586,0.0,17.7062317586,17.7062317586,17.7062317586,0.0,35.4124635171,0.0,0.0,17.7062317586,35.4124635171,35.4124635171,35.4124635171,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,35.4124635171,17.7062317586,0.0,0.0,0.0,17.7062317586,0.0,0.0,35.4124635171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,17.7062317586,0.0,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917012:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917525:0.0,0.0,0.0,118.829669401,158.439559202,184.846152402,66.0164830008,39.6098898005,26.4065932003,39.6098898005,26.4065932003,92.4230762011,13.2032966002,145.236262602,92.4230762011,118.829669401,158.439559202,39.6098898005,0.0,13.2032966002,39.6098898005,79.2197796009,13.2032966002,26.4065932003,132.032966002,158.439559202,105.626372801,118.829669401,79.2197796009,13.2032966002,105.626372801,26.4065932003,13.2032966002,66.0164830008,79.2197796009,132.032966002,118.829669401,66.0164830008,92.4230762011,52.8131864006,105.626372801,39.6098898005,26.4065932003,26.4065932003,26.4065932003,13.2032966002,66.0164830008,79.2197796009,145.236262602,118.829669401,52.8131864006,26.4065932003,13.2032966002,52.8131864006,26.4065932003,26.4065932003,26.4065932003,132.032966002,145.236262602,118.829669401,105.626372801,39.6098898005,39.6098898005,26.4065932003,13.2032966002,0.0,0.0,0.0,13.2032966002,52.8131864006,26.4065932003,13.2032966002,26.4065932003,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,66.0164830008,66.0164830008,39.6098898005,26.4065932003,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,52.8131864006,13.2032966002,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,26.4065932003,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,26.4065932003,0.0,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,0.0,13.2032966002,0.0,0.0,0.0,0.0,13.2032966002,0.0,0.0,0.0,26.4065932003,39.6098898005,66.0164830008,0.0,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,39.6098898005,26.4065932003,26.4065932003,66.0164830008,13.2032966002,0.0,0.0,0.0,0.0,0.0,13.2032966002,39.6098898005,39.6098898005,39.6098898005,13.2032966002,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,66.0164830008,0.0
